,ACCESSION,TAXON_ID,LINEAGE,TITLE
161,XM_031607204.1,9054,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Galloanserae', 'Galliformes', 'Phasianidae', 'Phasianinae', 'Phasianus', 'Phasianus colchicus']","PREDICTED: Phasianus colchicus brain derived neurotrophic factor (BDNF), transcript variant X1, mRNA"
162,XM_021401184.1,8996,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Galloanserae', 'Galliformes', 'Numididae', 'Numida', 'Numida meleagris']","PREDICTED: Numida meleagris brain derived neurotrophic factor (BDNF), transcript variant X1, mRNA"
163,XM_015863456.2,93934,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Galloanserae', 'Galliformes', 'Phasianidae', 'Perdicinae', 'Coturnix', 'Coturnix japonica']","PREDICTED: Coturnix japonica brain derived neurotrophic factor (BDNF), transcript variant X1, mRNA"
164,XM_035550371.1,8868,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Galloanserae', 'Anseriformes', 'Anatidae', 'Anserinae', 'Cygnus', 'Cygnus atratus']","PREDICTED: Cygnus atratus brain derived neurotrophic factor (BDNF), transcript variant X1, mRNA"
165,XM_013177775.1,381198,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Galloanserae', 'Anseriformes', 'Anatidae', 'Anserinae', 'Anser', 'Anser cygnoides', 'Anser cygnoides domesticus']","PREDICTED: Anser cygnoides domesticus brain-derived neurotrophic factor (BDNF), transcript variant X1, mRNA"
166,XM_035328263.1,8884,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Galloanserae', 'Anseriformes', 'Anatidae', 'Anatinae', 'Oxyura', 'Oxyura jamaicensis']","PREDICTED: Oxyura jamaicensis brain derived neurotrophic factor (BDNF), mRNA"
167,XM_027458617.1,8839,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Galloanserae', 'Anseriformes', 'Anatidae', 'Anatinae', 'Anas', 'Anas platyrhynchos']","PREDICTED: Anas platyrhynchos brain derived neurotrophic factor (BDNF), transcript variant X1, mRNA"
168,XM_032189037.1,219594,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Galloanserae', 'Anseriformes', 'Anatidae', 'Aythyinae', 'Aythya', 'Aythya fuligula']","PREDICTED: Aythya fuligula brain derived neurotrophic factor (BDNF), transcript variant X1, mRNA"
169,XM_026122142.1,8790,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Palaeognathae', 'Casuariiformes', 'Dromaiidae', 'Dromaius', 'Dromaius novaehollandiae']","PREDICTED: Dromaius novaehollandiae brain derived neurotrophic factor (BDNF), transcript variant X1, mRNA"
170,XM_013959299.1,202946,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Palaeognathae', 'Apterygiformes', 'Apterygidae', 'Apteryx', 'Apteryx mantelli', 'Apteryx mantelli mantelli']","PREDICTED: Apteryx australis mantelli brain-derived neurotrophic factor (BDNF), mRNA"
171,XM_026073096.1,308060,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Palaeognathae', 'Apterygiformes', 'Apterygidae', 'Apteryx', 'Apteryx rowi']","PREDICTED: Apteryx rowi brain derived neurotrophic factor (BDNF), transcript variant X1, mRNA"
172,XM_009679447.1,441894,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Palaeognathae', 'Struthioniformes', 'Struthionidae', 'Struthio', 'Struthio camelus', 'Struthio camelus australis']","PREDICTED: Struthio camelus australis brain-derived neurotrophic factor (BDNF), transcript variant X1, mRNA"
173,XM_006020695.3,38654,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Archelosauria', 'Archosauria', 'Crocodylia', 'Alligatoridae', 'Alligatorinae', 'Alligator', 'Alligator sinensis']","PREDICTED: Alligator sinensis brain derived neurotrophic factor (BDNF), transcript variant X1, mRNA"
174,XM_019476630.1,8496,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Archelosauria', 'Archosauria', 'Crocodylia', 'Alligatoridae', 'Alligatorinae', 'Alligator', 'Alligator mississippiensis']","PREDICTED: Alligator mississippiensis brain derived neurotrophic factor (BDNF), transcript variant X1, mRNA"
175,XM_019519496.1,94835,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Archelosauria', 'Archosauria', 'Crocodylia', 'Longirostres', 'Gavialidae', 'Gavialinae', 'Gavialis', 'Gavialis gangeticus']","PREDICTED: Gavialis gangeticus brain derived neurotrophic factor (BDNF), transcript variant X1, mRNA"
176,XM_019552325.1,8502,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Archelosauria', 'Archosauria', 'Crocodylia', 'Longirostres', 'Crocodylidae', 'Crocodylus', 'Crocodylus porosus']","PREDICTED: Crocodylus porosus brain derived neurotrophic factor (BDNF), transcript variant X1, mRNA"
177,XM_014574007.2,13735,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Archelosauria', 'Testudines', 'Cryptodira', 'Trionychia', 'Trionychidae', 'Pelodiscus', 'Pelodiscus sinensis']","PREDICTED: Pelodiscus sinensis brain derived neurotrophic factor (BDNF), transcript variant X1, mRNA"
178,XM_005306369.3,8478,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Archelosauria', 'Testudines', 'Cryptodira', 'Durocryptodira', 'Testudinoidea', 'Emydidae', 'Chrysemys', 'Chrysemys picta', 'Chrysemys picta bellii']","PREDICTED: Chrysemys picta bellii brain derived neurotrophic factor (BDNF), transcript variant X1, mRNA"
179,XM_024214871.2,2587831,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Archelosauria', 'Testudines', 'Cryptodira', 'Durocryptodira', 'Testudinoidea', 'Emydidae', 'Terrapene', 'Terrapene carolina', 'Terrapene carolina triunguis']","PREDICTED: Terrapene carolina triunguis brain derived neurotrophic factor (BDNF), transcript variant X1, mRNA"
180,XM_034769999.1,31138,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Archelosauria', 'Testudines', 'Cryptodira', 'Durocryptodira', 'Testudinoidea', 'Emydidae', 'Trachemys', 'Trachemys scripta', 'Trachemys scripta elegans']","PREDICTED: Trachemys scripta elegans brain derived neurotrophic factor (BDNF), transcript variant X1, mRNA"
181,XM_030560212.1,1825980,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Archelosauria', 'Testudines', 'Cryptodira', 'Durocryptodira', 'Testudinoidea', 'Testudinidae', 'Gopherus', 'Gopherus evgoodei']","PREDICTED: Gopherus evgoodei brain derived neurotrophic factor (BDNF), transcript variant X1, mRNA"
182,XM_032770859.1,106734,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Archelosauria', 'Testudines', 'Cryptodira', 'Durocryptodira', 'Testudinoidea', 'Testudinidae', 'Chelonoidis', 'Chelonoidis nigra species complex', 'Chelonoidis abingdonii']","PREDICTED: Chelonoidis abingdonii brain derived neurotrophic factor (BDNF), transcript variant X1, mRNA"
183,XM_027830119.1,8469,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Archelosauria', 'Testudines', 'Cryptodira', 'Durocryptodira', 'Americhelydia', 'Chelonioidea', 'Cheloniidae', 'Chelonia', 'Chelonia mydas']","PREDICTED: Chelonia mydas brain derived neurotrophic factor (BDNF), transcript variant X1, mRNA"
184,XM_008118081.2,28377,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Lepidosauria', 'Squamata', 'Bifurcata', 'Unidentata', 'Episquamata', 'Toxicofera', 'Iguania', 'Dactyloidae', 'Anolis', 'Anolis carolinensis']","PREDICTED: Anolis carolinensis brain-derived neurotrophic factor (bdnf), transcript variant X1, mRNA"
185,XM_020790423.1,103695,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Lepidosauria', 'Squamata', 'Bifurcata', 'Unidentata', 'Episquamata', 'Toxicofera', 'Iguania', 'Acrodonta', 'Agamidae', 'Amphibolurinae', 'Pogona', 'Pogona vitticeps']","PREDICTED: Pogona vitticeps brain derived neurotrophic factor (BDNF), transcript variant X1, mRNA"
186,XM_032228844.1,35005,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Lepidosauria', 'Squamata', 'Bifurcata', 'Unidentata', 'Episquamata', 'Toxicofera', 'Serpentes', 'Colubroidea', 'Colubridae', 'Natricinae', 'Thamnophis', 'Thamnophis elegans']","PREDICTED: Thamnophis elegans brain derived neurotrophic factor (BDNF), mRNA"
187,XM_014061142.1,35019,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Lepidosauria', 'Squamata', 'Bifurcata', 'Unidentata', 'Episquamata', 'Toxicofera', 'Serpentes', 'Colubroidea', 'Colubridae', 'Natricinae', 'Thamnophis', 'Thamnophis sirtalis']","PREDICTED: Thamnophis sirtalis brain-derived neurotrophic factor (BDNF), mRNA"
188,XM_034417213.1,94885,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Lepidosauria', 'Squamata', 'Bifurcata', 'Unidentata', 'Episquamata', 'Toxicofera', 'Serpentes', 'Colubroidea', 'Colubridae', 'Colubrinae', 'Pantherophis', 'Pantherophis guttatus']","PREDICTED: Pantherophis guttatus brain derived neurotrophic factor (BDNF), transcript variant X1, mRNA"
189,XM_026704474.1,8673,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Lepidosauria', 'Squamata', 'Bifurcata', 'Unidentata', 'Episquamata', 'Toxicofera', 'Serpentes', 'Colubroidea', 'Elapidae', 'Acanthophiinae', 'Pseudonaja', 'Pseudonaja textilis']","PREDICTED: Pseudonaja textilis brain derived neurotrophic factor (BDNF), mRNA"
190,XM_026664626.1,8663,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Lepidosauria', 'Squamata', 'Bifurcata', 'Unidentata', 'Episquamata', 'Toxicofera', 'Serpentes', 'Colubroidea', 'Elapidae', 'Acanthophiinae', 'Notechis', 'Notechis scutatus']","PREDICTED: Notechis scutatus brain derived neurotrophic factor (BDNF), mRNA"
191,XM_015815390.1,103944,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Lepidosauria', 'Squamata', 'Bifurcata', 'Unidentata', 'Episquamata', 'Toxicofera', 'Serpentes', 'Colubroidea', 'Viperidae', 'Crotalinae', 'Protobothrops', 'Protobothrops mucrosquamatus']","PREDICTED: Protobothrops mucrosquamatus brain derived neurotrophic factor (BDNF), mRNA"
192,XM_025169672.1,176946,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Lepidosauria', 'Squamata', 'Bifurcata', 'Unidentata', 'Episquamata', 'Toxicofera', 'Serpentes', 'Henophidia', 'Pythonidae', 'Python', 'Python bivittatus']","PREDICTED: Python bivittatus brain derived neurotrophic factor (BDNF), mRNA"
193,XM_035117800.1,8524,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Lepidosauria', 'Squamata', 'Bifurcata', 'Unidentata', 'Episquamata', 'Laterata', 'Lacertibaenia', 'Lacertidae', 'Lacertinae', 'Zootoca', 'Zootoca vivipara']","PREDICTED: Zootoca vivipara brain derived neurotrophic factor (BDNF), transcript variant X1, mRNA"
194,XM_033151141.1,80427,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Lepidosauria', 'Squamata', 'Bifurcata', 'Unidentata', 'Episquamata', 'Laterata', 'Lacertibaenia', 'Lacertidae', 'Lacertinae', 'Lacerta', 'Lacerta agilis']","PREDICTED: Lacerta agilis brain derived neurotrophic factor (BDNF), transcript variant X1, mRNA"
195,XM_028729457.1,64176,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Lepidosauria', 'Squamata', 'Bifurcata', 'Unidentata', 'Episquamata', 'Laterata', 'Lacertibaenia', 'Lacertidae', 'Lacertinae', 'Podarcis', 'Podarcis muralis']","PREDICTED: Podarcis muralis brain derived neurotrophic factor (BDNF), transcript variant X1, mRNA"
196,XM_015425686.1,146911,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Lepidosauria', 'Squamata', 'Bifurcata', 'Gekkota', 'Gekkonidae', 'Gekkoninae', 'Gekko', 'Gekko japonicus']","PREDICTED: Gekko japonicus brain-derived neurotrophic factor (BDNF), mRNA"
197,XM_005995059.2,7897,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Coelacanthimorpha', 'Coelacanthiformes', 'Coelacanthidae', 'Latimeria', 'Latimeria chalumnae']","PREDICTED: Latimeria chalumnae brain-derived neurotrophic factor (BDNF), mRNA"
198,NM_001308648.1,7955,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Otomorpha', 'Ostariophysi', 'Otophysi', 'Cypriniphysae', 'Cypriniformes', 'Cyprinoidei', 'Danionidae', 'Danioninae', 'Danio', 'Danio rerio']","Danio rerio brain-derived neurotrophic factor (bdnf), transcript variant 1, mRNA"
199,XM_026267401.1,7957,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Otomorpha', 'Ostariophysi', 'Otophysi', 'Cypriniphysae', 'Cypriniformes', 'Cyprinoidei', 'Cyprinidae', 'Cyprininae', 'Carassius', 'Carassius auratus']","PREDICTED: Carassius auratus brain derived neurotrophic factor (bdnf), transcript variant X1, mRNA"
200,XM_016571672.1,307959,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Otomorpha', 'Ostariophysi', 'Otophysi', 'Cypriniphysae', 'Cypriniformes', 'Cyprinoidei', 'Cyprinidae', 'Cyprininae', 'Sinocyclocheilus', 'Sinocyclocheilus rhinocerous']","PREDICTED: Sinocyclocheilus rhinocerous brain-derived neurotrophic factor (bdnf), transcript variant X1, mRNA"
201,XM_016463442.1,1608454,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Otomorpha', 'Ostariophysi', 'Otophysi', 'Cypriniphysae', 'Cypriniformes', 'Cyprinoidei', 'Cyprinidae', 'Cyprininae', 'Sinocyclocheilus', 'Sinocyclocheilus anshuiensis']","PREDICTED: Sinocyclocheilus anshuiensis brain-derived neurotrophic factor (LOC107670730), transcript variant X1, mRNA"
